"Household Identifier (French metropolitain households only)
Source : table ""households"" in BDF, INSEE";"INSEE Statistical ponderation (for making the sample representative for the total French metropolitan population)
Source : table ""households"" in BDF, INSEE";"Expenditures (COICOP)
Food and non alcoholic beverages
Source : table ""Expenditures"", BDF, INSEE";"Expenditures (COICOP)
Acoholic beverages, tabocco and narcotics";"Expenditures (COICOP)
Clothing and footware";"Expenditures (COICOP)
Housing, electricity, gas and other combustibles";"Expenditures (COICOP)
Furnitures, housekeeping and home maintenance";"Expenditures (COICOP)
Health";"Expenditures (COICOP)
Transports";"Expenditures (COICOP)
Communications";"Expenditures (COICOP)
Leisure and culture";"Expenditures (COICOP)
Education";"Expenditures (COICOP)
Hotels and restaurants";"Expenditures (COICOP)
Miscellaneous goods and services";"Expenditures (COICOP)
Taxes, loan payments, large works, savings, and employer's fees";"Expenditures (COICOP)
Housing allocations received (APL)";"Total final consumption expenditures 
Include items C1 to C12 ";;"Total current income divided by the number of consumption units according to the OECD equilence scale
(standard of leaving definition)
Computed ";"Standard of leaving decile
(computed using revtotuc)";"Total number of people
Source : Table ""Households"" from BDF, INSEE";"Number of pensioners
Source : table ""individuals"" in BDF, INSEE
Computed
Sum of household's individuals with modality 5 (retired or ""pre-retired"") for variable SITUA (labour market status).";"Number of unemployed
Source : table ""individuals"" in BDF, INSEE
Computed
Sum of household's individuals with modality 4 (unemployed people registered or non to the French employment office) for variable SITUA (labour market status).";"Number of employed
Source : table ""individuals"" in BDF, INSEE
Computed
Sum of household's individuals with modality 1 (employed) and 2 (pais apprentice/trainee) for variable SITUA (labour market status).";"Number of consumption units (OECD equivalent scale : 1 for the first adult, 0.5 for each person older than 14, 0.3 for each person younger than 14)
Source : Table ""Households"" from BDF, INSEE";"Net wages
Source : Table ""Households"" from BDF, INSEE";"Incomes of self-employed persons
Source : Table ""Households"" from BDF, INSEE";"Unemployment benefits
Source : Table ""Households"" from BDF, INSEE";"Pension benefits
Source : Table ""Households"" from BDF, INSEE";"Social benefits
Source : Table ""Households"",  BDF, INSEE";"Other social benefits 
Computed : Social Benefits (revsoc) minus Pension Benefits (retraites) minus Unemployment Benefits (chomage)
Source (revsoc, retraites, chomage): Table ""Households"",  BDF, INSEE";"Property income
Source : Table ""Households"" from BDF, INSEE";;;;;;;;;;;;;;
13840;2318,291564;2735;3446;856;3322;220;613;2910;923;1553;0;3092;3747;3387;4716;23417;0;15997;4;4;0;1;1;2,1;16480;0;10580;0;17106;6526;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0
13842;3553,488348;7363;0;1783;21503;1440;1560;7168;1420;5554;1400;2938;6897;6939;0;59026;0;43188;10;3;0;0;1;2;73030;2420;0;0;1910;1910;9016;3078;522;70;576;70;0;0;4700;0;0;0;0;0;0
13844;5246,829856;4374;0;2497;2550;0;388;0;656;1599;0;0;4412;5763;0;16476;8784;25268;8;1;0;0;1;1;3350;0;0;17360;17360;0;4558;196;0;134;0;628;0;0;3600;0;0;0;0;0;0
13845;3083,741603;3325;0;8637;6948;838;619;858;1157;5056;0;1160;7002;15135;0;35600;8868;24927;8;3;0;0;2;1,8;41700;0;0;0;3040;3040;128;62;0;66;0;0;0;0;0;0;0;0;0;0;0
13846;3631,011248;12306;50;818;2630;529;1076;10000;1434;660;0;5300;4790;10780;0;39593;6600;44765;10;3;0;0;3;2;89530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13849;2412,015213;6183;1039;149;1986;656;102;24015;1076;5032;0;810;2810;2490;0;43858;7008;12545;2;2;1;0;1;1,5;1420;0;5520;11910;17430;0;-33;104;0;0;0;663;0;0;-800;0;0;0;0;0;0
13850;1982,403287;2162;582;4590;1820;1255;416;3578;1144;5270;0;552;13171;21315;0;34540;3732;20554;6;4;0;0;2;2,1;34090;0;0;0;9050;9050;23;23;0;0;0;0;0;0;0;0;0;0;0;0;0
13852;4975,517958;2830;290;0;1108;16148;8640;25546;918;2341;0;1221;1155;18673;0;60197;4200;91299;10;1;1;0;0;1;0;0;0;86610;86610;0;4689;86;364;0;0;4239;0;0;0;0;0;0;0;0;0
13853;2153,808393;6601;0;402;2570;405;810;6643;1451;527;0;4017;1844;23932;0;25270;7392;32740;9;2;0;0;2;1,5;49110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13855;3082,536115;4288;0;564;3931;90;42;7087;372;2434;0;0;2173;1735;0;20981;0;20485;6;1;1;0;0;1;0;0;0;20480;20480;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0
13856;2768,70198;1724;0;616;1635;68;60;476;355;1760;0;726;174;128;2100;7594;0;10391;2;1;0;1;0;1;4380;0;0;0;5840;5840;171;171;0;0;0;0;0;0;0;0;0;0;0;0;0
13857;1294,93819;7002;581;9447;4027;3450;1609;34003;1777;7654;0;7061;16172;41825;0;92783;4056;49412;10;3;0;0;3;2;97130;0;0;0;0;0;1693;40;0;0;0;1653;0;0;0;0;0;0;0;0;0
13858;4456,847359;7509;77;1760;2474;1538;324;10455;2282;4833;405;2956;3780;1770;0;38393;7224;26320;8;3;0;0;2;1,8;45950;0;660;0;660;0;766;664;0;102;0;0;0;0;0;0;0;0;0;0;0
13860;1568,05194;4691;0;1122;11438;2522;18;8520;2054;1186;1648;3201;4208;1941;2400;40608;0;13592;3;5;0;0;1;2,6;21820;0;0;0;13510;13510;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0
13862;3435,906334;6975;968;760;1874;0;0;2338;0;985;0;960;3183;991;0;18043;6984;16833;4;2;2;0;0;1,5;0;0;0;25250;25250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13865;3485,426682;1719;2778;0;3660;3208;48;744;672;1709;0;650;384;1115;840;15572;0;20344;6;1;0;0;1;1;13890;0;5100;0;6440;1340;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0
13866;2963,221946;614;0;0;5600;40;0;72;722;0;0;0;1471;250;2352;8519;0;8588;1;2;0;2;0;1,5;2310;0;8050;0;10572;2522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13867;3075,000897;186;0;36;4796;700;0;3520;1080;1250;0;0;1080;0;0;12648;0;10843;2;3;0;1;1;1,8;11180;0;0;0;8190;8190;147;51;0;96;0;0;0;0;0;0;0;0;0;0;0
13869;2634,047731;8794;1778;2043;3185;975;473;1987;924;1322;0;0;5738;3654;0;27219;5868;34075;9;2;0;0;2;1,5;0;51070;0;0;0;0;43;43;0;0;0;0;0;0;0;0;0;0;0;900;0
13870;2961,389905;6827;0;1603;8480;78;44;3600;1500;546;700;125;2231;133;3000;25734;0;9752;2;6;0;1;2;3,3;1320;12370;1290;0;18490;17200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13871;3741,75395;744;0;0;2918;4250;66;0;240;1158;0;0;2717;1336;0;12093;5244;23598;7;1;1;0;0;1;0;0;0;23340;23340;0;258;0;0;0;0;258;0;0;0;0;0;0;0;0;0
13872;1920,242963;8755;433;3158;1370;594;915;6180;2039;62528;0;1500;5216;18213;0;92688;6264;50809;10;2;0;0;2;1,5;23250;47860;0;780;780;0;4323;1745;0;2225;0;353;0;0;0;0;0;0;0;0;0
13874;1446,251923;5450;2434;1200;1438;3701;120;3332;1021;1394;0;2600;3558;1994;0;26248;3960;22520;7;2;1;0;1;1,5;23840;0;0;9940;9940;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13875;3049,650456;4354;1474;2233;1552;354;138;50;846;1421;0;4420;2049;30867;0;18891;5208;40761;10;2;0;0;2;1,5;0;61070;0;0;0;0;71;5;0;0;0;66;0;0;0;0;0;0;0;0;0
13876;2728,133207;3823;0;489;3496;1064;2134;454;731;5153;0;8563;10555;36449;0;36462;11376;30177;9;3;0;0;2;1,8;53620;0;0;0;0;0;699;208;0;491;0;0;0;0;0;0;0;0;0;0;0
13878;1638,878165;2313;0;1051;10229;39;261;6758;472;672;0;1910;5438;4989;0;29143;0;18320;5;3;0;0;1;1,6;27330;0;0;0;1790;1790;192;186;0;0;0;6;0;0;0;0;0;0;0;0;0
13879;2972,40664;4394;0;1400;950;4177;2520;5937;1010;3161;0;0;2208;29005;0;25757;4716;9865;2;3;1;0;0;2;9690;0;0;10040;10040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13881;2188,002773;2993;215;1996;5871;596;168;1658;2162;4259;0;1307;1779;1005;1236;23004;0;19534;6;3;0;1;1;2;35250;0;0;0;2586;2586;31;13;0;18;0;0;0;0;0;0;0;0;0;0;0
13882;2532,074987;6416;0;93;1210;378;8978;3480;804;3284;0;817;3447;9132;0;28907;3900;22437;7;2;0;0;1;1,5;22710;0;4850;4420;9270;0;1676;188;138;0;50;0;0;0;1300;0;0;0;0;0;0
13883;4082,704663;7860;0;1536;11299;600;6;1710;815;3985;0;2339;3784;12423;0;33934;0;28357;8;2;0;0;1;1,5;42300;0;0;0;0;0;236;236;0;0;0;0;0;0;0;0;0;0;0;0;0
13885;1378,155205;8116;811;3225;2473;2032;600;10034;384;1261;0;0;4870;28098;0;33806;2340;42281;10;2;0;0;2;1,5;63380;0;0;0;0;0;41;23;0;18;0;0;0;0;0;0;0;0;0;0;0
13888;2767,166191;8472;1163;1998;2862;4158;516;4043;1214;3477;0;2701;4757;8684;0;35361;5892;19524;6;4;0;0;2;2,3;42740;0;0;0;880;880;1285;280;0;198;0;807;0;0;0;0;0;0;0;0;0
13891;2076,651815;9072;2416;1607;9080;2006;233;15960;1124;4739;0;320;3927;7039;0;50484;0;27532;8;2;2;0;0;1,5;0;0;0;41140;41140;0;158;158;0;0;0;0;0;0;0;0;0;0;0;0;0
13892;2925,802173;1517;1534;596;6372;3448;697;345;775;2195;0;203;2914;2358;0;20596;0;22240;7;1;0;0;1;1;22240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13893;1645,117573;2462;311;0;1486;291;160;996;608;2288;0;228;2241;15870;0;11071;3228;16436;4;1;0;0;1;1;15410;0;0;0;0;0;1026;24;0;7;9;986;0;0;0;0;0;0;0;0;0
13894;1753,786701;3657;1092;1367;9930;2098;528;1470;1279;3001;0;640;3299;6891;0;28361;0;28215;8;3;1;1;1;2;30270;0;4850;21310;26160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13895;3048,121062;3029;2298;798;1862;1050;66;205;1247;2055;0;600;4756;12697;0;17966;4380;21263;6;2;2;0;0;1,5;80;0;0;31120;31120;0;694;151;0;28;0;515;0;0;0;0;0;0;0;0;0
13896;1541,738842;9436;0;4323;2766;6788;234;15080;2752;20272;500;10790;7988;44140;0;80929;13620;56778;10;4;0;0;2;2,5;140060;0;0;0;0;0;685;315;0;22;122;226;0;0;0;0;0;0;0;0;0
13897;2318,263331;100;0;0;2362;0;181;1700;1032;6601;0;1920;2928;13791;0;16824;15960;16836;4;5;0;0;1;2,6;35050;0;0;0;3890;3890;4834;34;0;0;0;0;0;0;0;0;4800;0;0;0;0
13898;2753,339997;1722;0;888;2191;1711;108;0;289;48;0;0;2112;2858;0;9069;6348;16380;4;1;1;0;0;1;0;0;0;16160;16160;0;220;220;0;0;0;0;0;0;0;0;0;0;0;0;0
13900;2945,891923;4373;0;291;1420;2203;429;180;456;686;0;0;2780;5880;0;12818;3996;15553;4;2;2;0;0;1,5;0;0;0;23170;23170;0;160;28;0;132;0;0;0;0;0;0;0;0;0;0;0
13901;3083,059908;2428;520;0;1688;448;370;240;953;994;0;0;918;0;2964;8559;0;13908;3;1;0;0;0;1;0;0;0;0;13864;13864;44;44;0;0;0;0;0;0;0;0;0;0;0;0;0
13902;2751,926123;2642;1823;0;6546;1940;120;1565;228;0;0;499;1983;1335;0;17346;0;30290;9;1;1;0;0;1;0;0;0;30290;30290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13903;2020,303903;7298;3973;1256;1620;2459;48;10169;576;1675;0;5868;4629;2724;0;39571;4656;21243;6;2;2;0;0;1,5;0;0;0;31770;31770;0;95;95;0;0;0;0;0;0;0;0;0;0;0;0;0
13904;3519,039245;8463;0;0;2492;680;1267;0;0;90;0;0;4652;0;0;17644;8532;13260;3;2;2;0;0;1,5;0;0;0;19890;19890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13906;2131,403429;15164;0;861;5589;5953;486;28437;576;4248;300;3076;7876;11448;0;72566;6696;32634;9;3;1;0;1;2;53720;0;0;6190;6190;0;5022;71;0;216;42;1093;0;0;3600;0;0;0;0;0;0
13907;2635,071357;600;582;1554;4897;2890;0;20244;1409;3591;0;3024;2618;6725;0;41409;0;21505;6;1;0;0;1;1;21350;0;0;0;0;0;155;138;0;17;0;0;0;0;0;0;0;0;0;0;0
13908;2674,322531;1130;793;690;2339;1123;125;11159;1139;2743;0;7720;4177;23638;0;33138;4764;67722;10;1;0;0;1;1;61550;0;0;0;0;0;6172;21;0;0;25;126;0;0;6000;0;0;0;0;0;0
13909;2760,985311;2180;212;422;470;0;420;0;708;438;0;0;2909;6120;0;7759;3276;11088;2;2;2;0;0;1,5;0;0;0;16460;16460;0;172;172;0;0;0;0;0;0;0;0;0;0;0;0;0
13910;2512,025423;2819;0;439;4480;2000;366;11948;933;11401;0;6522;2712;33286;0;43620;11184;58829;10;2;0;0;2;1,5;87380;0;0;0;0;0;863;332;139;0;8;384;0;0;0;0;0;0;0;0;0
13912;2919,368091;0;0;270;3700;0;0;0;459;139;0;0;243;0;5040;4811;0;8968;1;3;0;1;0;1,6;0;0;0;0;14330;14330;19;19;0;0;0;0;0;0;0;0;0;0;0;0;0
13913;2374,175409;2348;1536;1173;1512;154;5669;641;216;231;0;0;2396;2805;0;15876;3276;19945;6;2;2;0;0;1,5;0;0;0;26000;26000;0;3917;62;0;2341;170;529;815;0;0;0;0;0;0;0;0
13914;4215,123067;5429;0;3863;8185;3740;993;20131;1508;7261;0;4145;5801;11930;0;61056;0;48864;10;2;0;1;1;1,5;49630;0;22340;0;22340;0;1326;584;0;0;179;563;0;0;0;0;0;0;0;0;0
13916;2994,801696;1881;155;0;1890;0;0;0;480;396;0;232;340;230;0;5374;7500;5080;1;1;0;1;0;1;0;0;0;0;5080;5080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13917;1453,242053;2999;1405;299;3508;2364;6;5400;640;601;0;650;1963;2052;0;19835;4392;19172;6;1;0;0;1;1;0;17320;0;0;0;0;1852;197;0;0;1319;336;0;0;0;0;0;0;0;0;0
13919;2715,628399;6441;4527;120;1486;1094;450;5953;1590;607;0;834;3680;13305;0;26782;9396;26720;8;3;0;1;2;2;49980;0;140;3320;3460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13921;2967,226861;5697;3332;3880;1033;1651;836;570;930;1220;0;610;10394;4111;0;30153;9024;26146;8;2;0;0;1;1,5;36500;0;0;0;0;0;2719;610;0;0;0;2109;0;0;0;0;0;0;0;0;0
13923;1117,345515;2889;100;0;2403;0;712;2001;516;8203;0;0;2630;14925;0;19454;4428;13917;3;2;2;0;0;1,5;0;0;0;20270;20270;0;606;42;0;0;0;564;0;0;0;0;0;0;0;0;0
13924;1560,205716;10171;274;3160;1684;1751;540;0;416;2663;0;0;4120;3173;0;24779;3864;29221;9;4;0;1;3;2,5;37190;27560;8290;0;8290;0;12;0;0;12;0;0;0;0;0;0;0;0;0;0;0
13925;3775,825043;224;0;0;12692;155;114;0;448;499;0;0;1518;6000;0;15650;0;12555;2;1;1;0;0;1;0;0;0;12240;12240;0;315;315;0;0;0;0;0;0;0;0;0;0;0;0;0
13926;2451,167005;10061;0;1465;2109;3056;306;10998;582;648;0;0;3389;107;0;32614;4956;15819;4;2;2;0;0;1,5;0;0;0;22800;22800;0;929;929;0;0;0;0;0;0;0;0;0;0;0;0;0
13927;1546,02745;9554;0;1680;5250;0;402;4514;2348;1382;0;9734;3045;78451;0;37909;9900;54516;10;2;2;0;0;1,5;0;0;0;78510;78510;0;3264;1255;0;0;35;1974;0;0;0;0;0;0;0;0;0
13928;1801,770062;3399;1758;114;8116;181;0;3778;459;246;0;0;1600;1486;0;19651;0;17007;5;2;1;0;1;1,5;14670;0;0;10840;10840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13929;6026,021691;3471;0;402;7460;0;144;0;947;1513;0;0;1516;305;0;15453;0;14219;3;3;0;1;1;2;18750;0;7560;0;9680;2120;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0
13930;2655,16497;13330;2541;1583;1165;631;950;2068;973;1349;0;1929;5682;2760;0;32201;4932;19305;6;3;1;0;2;2;20350;0;18260;0;18260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13931;8599,46807;1589;0;486;1502;0;0;3120;984;171;0;0;1566;3750;0;9418;0;19354;6;1;0;0;1;1;19350;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0
13934;1816,278742;11067;5038;305;2145;992;6;3120;1134;1645;0;0;2189;11435;0;27641;5664;21181;6;2;0;0;2;1,5;31650;0;0;0;0;0;121;121;0;0;0;0;0;0;0;0;0;0;0;0;0
13935;1037,257907;16267;1946;1931;3684;4683;1050;15418;3502;3732;3600;2971;28786;149526;0;87570;18984;47005;10;6;0;0;2;3,3;96090;0;24550;22630;47180;0;1599;742;0;0;0;0;0;857;0;0;0;0;0;0;0
13937;3977,14865;4959;5528;231;2023;1868;6124;3542;615;1350;0;0;3757;6253;0;29997;4800;8543;1;2;1;0;0;1,5;0;0;0;7670;8750;1080;4064;210;0;141;1528;2185;0;0;0;0;0;0;0;0;0
13938;2770,673952;3827;255;725;12991;3209;2700;5114;187;5656;0;0;3792;1619;0;38456;2880;20160;6;2;1;0;0;1,5;550;0;0;29690;29690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13939;3377,118314;18128;0;12;13560;1033;0;2031;732;2645;0;2352;10250;1908;0;50743;0;21143;6;3;0;0;3;2;34120;0;0;8160;8160;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0
13942;2606,736403;9854;347;3190;2262;907;320;32740;751;5353;0;5233;4412;14850;0;65369;3624;32263;9;3;1;0;2;2;46130;0;0;12910;12910;0;5486;140;0;417;70;383;0;0;4476;0;0;0;0;0;0
13943;2200,081218;8360;5270;3831;2208;1222;0;2930;705;9575;0;5345;3127;21585;0;42573;11652;37358;9;3;0;0;2;2;64860;0;0;0;0;0;9855;1575;0;3947;6;4327;0;0;0;0;0;0;0;0;0
13945;2059,833231;4514;238;2579;2046;197;12;650;618;676;0;1264;1537;1763;0;14331;4800;19731;6;2;2;0;0;1,5;0;0;0;27940;27940;0;1656;343;0;996;16;301;0;0;0;0;0;0;0;0;0
13946;2346,392476;6591;0;795;5280;153;1015;1288;1041;2878;0;203;3047;5466;0;22291;0;21585;6;1;1;0;0;1;0;0;0;21570;21570;0;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0
13947;3373,509643;0;0;612;3748;0;48;3840;380;540;0;3334;1013;6758;0;13515;6072;20172;6;1;0;0;1;1;13580;0;0;0;0;0;6592;202;0;265;73;329;0;0;5723;0;0;0;0;0;0
13948;1889,516359;10068;1161;1384;3907;4139;126;404;857;4451;0;900;4136;6209;0;31533;3960;29854;9;2;1;0;1;1,5;12040;0;7050;25500;32550;0;191;45;0;0;0;146;0;0;0;0;0;0;0;0;0
13954;1603,449292;9438;767;1596;1763;5380;1049;11993;1652;6384;0;6778;14829;582;0;61629;4404;12323;2;4;0;0;2;2,5;0;24300;0;0;2210;2210;4297;48;0;355;0;44;0;0;0;0;3850;0;0;2440;0
13955;2030,871643;5020;0;2591;3007;1600;108;25550;472;1099;0;250;3048;9553;0;42745;3576;17481;5;2;2;0;0;1,5;0;0;0;26110;26110;0;112;53;0;0;0;59;0;0;0;0;0;0;0;0;0
13956;1090,727944;5292;0;1348;3627;3265;258;22959;399;994;0;1130;3805;10706;0;43077;7848;30641;9;2;2;0;0;1,5;0;0;0;45480;45480;0;482;482;0;0;0;0;0;0;0;0;0;0;0;0;0
13957;1778,098726;3127;0;0;1126;2715;420;0;294;1658;0;0;612;916;0;9952;3228;13774;3;1;1;0;0;1;0;0;0;9640;9640;0;4134;192;0;0;0;442;0;0;0;3500;0;0;0;0;0
13959;3328,461405;26;343;619;4290;95;300;110;1040;1985;6500;456;893;766;2040;16657;0;11069;2;1;0;0;0;1;0;0;0;0;2040;2040;29;13;0;16;0;0;0;0;0;0;0;0;0;0;0
13960;2595,641021;2310;72;122;1732;25;516;1596;608;495;0;0;2237;2853;0;9713;3960;9211;1;1;1;0;0;1;0;0;0;8760;9210;450;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
13961;4449,522262;663;0;318;2496;3171;396;2685;851;8323;0;4484;6925;15094;0;30312;3732;24358;7;5;0;0;2;2,4;50180;0;0;0;6710;6710;68;68;0;0;0;0;0;0;0;0;0;0;0;0;0
13962;2583,253331;1941;0;0;6251;311;209;180;272;855;0;2561;2962;469;0;15542;0;22204;7;1;1;0;0;1;0;0;0;21850;21850;0;354;35;0;111;0;208;0;0;0;0;0;0;0;0;0
13963;3438,242374;2578;828;1380;2373;598;136;2353;774;121;0;0;2825;3241;0;13966;11700;18141;5;2;2;0;0;1,5;0;0;0;26950;26950;0;262;244;18;0;0;0;0;0;0;0;0;0;0;0;0
13964;3683,403217;2468;692;1382;3190;0;12;8505;917;708;0;538;1323;-5;1644;19735;0;14517;3;1;0;0;1;1;9570;0;0;0;4944;4944;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0
13965;2738,735104;3276;0;1012;9519;1815;392;17833;1031;4500;0;700;3991;8916;0;44069;0;18943;5;3;0;0;2;1,8;30670;0;0;0;3420;3420;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0
13967;4842,943497;2053;2340;0;2430;0;237;670;522;1373;0;410;3205;8242;0;13240;6528;16449;4;4;0;0;1;2,3;35250;0;0;0;2530;2530;52;52;0;0;0;0;0;0;0;0;0;0;0;0;0
13968;3766,373264;1945;350;1526;6368;440;300;1240;960;2863;5;1780;2784;3619;2232;20561;0;15736;4;2;0;0;1;1,5;18190;0;1950;0;4182;2232;232;97;0;135;0;0;0;0;0;0;0;0;0;0;0
13969;2287,744123;1849;2412;2565;5960;21;270;5055;640;165;0;260;8162;1000;1140;27359;0;16110;4;3;0;0;2;1,8;15070;0;9800;0;13800;4000;128;75;0;53;0;0;0;0;0;0;0;0;0;0;0
13971;2152,066916;1985;5645;2347;11074;2256;384;14664;1686;1205;0;1363;4114;5125;0;46723;0;23004;7;4;0;2;2;2,5;45860;0;11050;0;11050;0;601;5;0;0;0;596;0;0;0;0;0;0;0;0;0
13972;5995,367005;7811;0;515;3503;696;1614;5060;380;0;0;270;3473;47;2124;23322;0;8843;1;2;1;0;0;1,5;0;0;0;10300;12424;2124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13973;1979,411945;7347;2972;1440;2157;8632;60;1962;1154;7926;0;1035;5397;12878;0;40082;4416;21638;6;4;0;0;2;2,1;43900;0;0;0;1490;1490;49;49;0;0;0;0;0;0;0;0;0;0;0;0;0
13974;3073,240314;309;0;78;7468;0;0;0;240;63;0;0;4256;0;0;12414;0;9740;2;1;1;0;0;1;0;0;0;9740;9740;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13975;2259,246939;14034;3920;3391;3823;1838;799;11086;1698;2195;760;4778;8176;27293;0;56498;6288;36467;9;4;0;0;2;2,5;74930;0;0;0;0;0;16238;19;0;0;0;19;0;0;16200;0;0;0;0;0;0
13976;2747,057452;5292;3671;1402;9180;6909;424;2876;1680;3381;0;3224;3974;11311;0;42013;0;38907;10;2;0;0;2;1,5;52370;0;5010;0;5990;980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13977;3082,826758;1500;1088;0;4624;1200;0;62;1775;2938;0;0;1446;2916;0;14633;0;15813;4;1;0;0;1;1;15800;0;0;0;0;0;13;13;0;0;0;0;0;0;0;0;0;0;0;0;0
13979;2751,689407;690;0;0;1331;1099;675;4217;816;433;0;3270;2697;17876;0;15228;6036;26644;8;1;1;0;0;1;310;0;0;23720;23720;0;2614;0;15;0;0;199;0;0;2400;0;0;0;0;0;0
13980;3458,786554;2061;0;288;6768;2;88;0;222;0;0;0;2460;0;0;11889;0;15019;4;1;1;0;0;1;0;0;0;14980;14980;0;39;39;0;0;0;0;0;0;0;0;0;0;0;0;0
13981;2429,502121;3839;0;1200;1760;175;682;3300;690;1191;0;400;2481;5955;0;15718;2772;16273;4;2;2;0;0;1,5;0;0;0;24410;24410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13982;6328,198353;5945;0;72;4092;287;1235;760;1088;101;0;931;1211;402;2760;15722;0;11902;2;2;0;1;1;1,5;2940;0;0;0;14910;14910;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0
13983;2011,146799;8787;6739;6253;1592;598;1428;6560;696;13143;0;3856;7313;25557;0;56965;5820;26692;8;4;0;0;2;2,1;54140;0;0;0;1490;1490;424;264;0;160;0;0;0;0;0;0;0;0;0;0;0
13985;5596,9701;5377;0;880;4174;532;0;1790;1400;661;0;638;2631;11887;0;18083;6396;27240;8;3;0;1;2;2;41710;0;12770;0;12770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13986;1684,20247;1425;572;758;6374;4002;208;14777;952;3570;0;2444;4785;6330;0;39867;0;26036;8;3;0;0;3;2;50360;0;1420;0;1420;0;292;162;0;0;0;130;0;0;0;0;0;0;0;0;0
13987;3099,494909;1290;562;72;1164;0;12;0;443;537;0;0;1784;8102;0;5864;5700;20178;6;1;0;0;1;1;19300;0;0;0;0;0;878;149;0;308;191;186;0;0;0;44;0;0;0;0;0
13989;4438,839991;3737;176;222;1214;45;30;0;252;115;0;0;1315;412;0;7106;6336;14990;4;1;1;0;0;1;0;0;0;14990;14990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13990;1500,192572;2123;0;3601;1860;0;480;12750;1136;4932;3800;9580;5886;5307;0;46148;6948;25112;8;4;0;0;2;2,5;61550;0;0;0;0;0;1230;397;0;0;0;833;0;0;0;0;0;0;0;0;0
13991;3034,970319;5497;0;4287;3545;13434;0;14248;696;121;0;2545;3541;41856;0;47914;4788;60032;10;2;0;0;2;1,5;35080;37650;0;0;0;0;17318;291;0;0;527;0;0;0;2500;0;14000;0;0;0;0
13992;1780,684033;3417;0;1958;5213;405;302;236;486;574;0;0;1871;3356;0;14462;0;14290;3;1;0;0;1;1;14260;0;0;0;0;0;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0
13993;4527,66473;6188;3863;0;4423;20846;582;400;600;3615;0;1000;10930;25296;0;52447;6024;30398;9;1;1;0;0;1;0;0;0;24150;24150;0;6248;280;0;907;2257;2804;0;0;0;0;0;0;0;0;0
13994;3151,037016;896;0;537;9000;1822;162;9085;275;1421;3580;924;4688;4604;0;32390;0;11441;2;2;0;0;1;1,5;15590;0;0;0;0;0;372;75;0;297;0;0;0;0;0;0;0;0;0;0;0
13997;1955,046391;1728;822;444;6324;0;0;2116;300;261;0;0;712;0;3600;12707;0;8459;1;7;0;0;1;3,2;11280;0;0;0;15790;15790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14000;1510,950098;8448;1966;0;14400;870;696;2296;1344;998;0;0;5874;2523;0;36892;0;28696;8;3;1;0;1;2;20950;0;0;26990;26990;0;9452;1002;0;0;65;8385;0;0;0;0;0;0;0;0;0
14001;3684,363724;6154;0;4856;14462;2341;120;3268;1974;3527;0;2420;4839;2760;0;43961;0;34783;9;4;0;0;2;2,1;65080;0;0;0;5410;5410;2555;636;295;1342;114;168;0;0;0;0;0;0;0;0;0
